treatment,rep,start_date,red_line,green_line,cage,date,observer,plant1_red,plant2_red,plant3_red,plant4_red,plant5_red,plant6_red,plant7_red,plant8_red,plant9_red,plant10_red,plant11_red,plant12_red,plant13_red,plant14_red,plant15_red,plant16_red,plant1_green,plant2_green,plant3_green,plant4_green,plant5_green,plant6_green,plant7_green,plant8_green,plant9_green,plant10_green,plant11_green,plant12_green,plant13_green,plant14_green,plant15_green,plant16_green,wasps,mummies,alates_total_red,alates_total_green,alates_in_red,alates_in_green,replaced_plants,wasps_rm,mumm_rm,notes
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,12/30/2021,KVB,21,68,104,145,86,165,49,27,1,110,41,5,5,21,19,90,2,3,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"1,9,13",0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,01/03/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,"4,7,9,12",0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,01/06/2022,LAN,115,13,140,70,5,17,240,15,95,9,130,140,180,270,460,100,0,0,1,1,3,7,10,0,2,1,13,4,11,3,11,1,0,0,0,0,0,0,"5,8,10",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,01/10/2022,NE,62,48,71,45,46,35,8,199,86,120,102,4,5,22,155,1,39,25,46,32,48,13,3,155,40,44,37,6,6,21,72,2,1,1,52,3,23,0,"6,12,13,14,16",1,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,01/13/2022,LAN,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,21,5,18,0,"4,8,11",0,,5 male wasps added from rep 8
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,01/10/2022,NE,2,33,235,110,57,450,265,153,177,366,74,52,2,0,54,22,0,9,17,12,5,4,6,10,6,29,9,29,0,0,6,6,0,0,56,1,26,1,"1,2,5,13,14",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,01/13/2022,LAN,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35,0,10,2,"3,8,9,11,16",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,01/10/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,8,0,,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,01/13/2022,LAN,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,1,0,15,0,,54,,"<wasp sex>21 male, 33 female</>"
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,01/10/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16,0,0,0,"2,4,10,12,14",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,01/13/2022,LAN,105,190,70,65,50,10,260,150,160,250,25,250,45,185,17,130,0,0,0,1,0,0,0,0,4,1,0,2,2,0,3,0,0,2,31,0,0,0,,0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,01/10/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20,4,7,2,"1,3,8,12,13,14,16",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,01/13/2022,LAN,20,45,55,47,35,13,140,42,0,5,105,70,105,55,70,155,40,70,55,30,50,9,150,0,0,4,105,65,40,25,60,135,0,0,22,9,9,1,9,0,,5 male wasps added from rep 8
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,01/10/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,0,15,4,10,2,"1,12",4,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,01/13/2022,LAN,125,8,30,60,10,120,18,120,20,180,24,95,80,205,155,130,4,0,1,25,0,5,8,33,2,15,10,11,5,36,13,8,0,2,19,2,11,5,"2,5,9,11",0,2,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,01/10/2022,NE,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,13,20,0,0,10,2,14,13,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,01/13/2022,LAN,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,10,9,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,01/10/2022,NE,40,17,13,10,29,14,49,8,10,0,39,7,11,4,78,16,96,31,19,35,47,28,125,13,58,3,55,3,6,10,49,8,4,3,21,17,0,0,"8,10,12,13,14",4,3,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,01/13/2022,LAN,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,1,19,17,0,0,"1,3,4,5,9",3,1,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,01/10/2022,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,59,69,135,24,42,51,3,3,0,11,29,19,15,58,224,2,10,0,0,0,0,"8,10",2,,no confirmed WIA-5D
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,01/10/2022,NE,47,147,47,15,29,260,5,32,183,0,35,93,41,4,22,294,2,7,5,1,3,12,4,0,15,0,1,16,7,2,2,23,0,0,0,0,0,0,"4,10,14",0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,01/13/2022,LAN,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,"5,8,15",0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,01/10/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,"2,6,16",0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,01/13/2022,LAN,25,195,30,11,145,17,14,255,9,65,28,30,5,70,5,120,0,0,0,0,2,2,0,2,0,1,3,0,0,4,0,4,0,0,0,0,0,0,"1,4,7,9,12,13,15",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,01/17/2022,HB,3,4,2,208,35,33,3,101,0,1,11,21,44,125,2,4,0,3,0,20,22,94,1,124,0,1,11,25,66,32,0,0,3,0,22,6,8,0,"1,2,3,9,10,12,15",0,,wasps intentionally not removed to hopefully let newly added males find females
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,01/20/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,10,0,4,4,,0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,01/17/2022,HB,57,213,149,1,256,1,1,94,229,13,11,19,96,31,20,7,2,4,0,0,0,0,1,0,24,2,0,7,2,10,7,11,0,0,16,0,11,3," 1,2,4,7,9,10,11,12,14,15 ",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,01/20/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,7,17,5,0,,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,01/17/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,5,0,,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,01/20/2022,HB,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,6,0,,3,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,01/17/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,9,0,0,0,"1,2,3,7,8,9,11,13",1,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,01/20/2022,HB,10,19,3,5,7,16,5,6,3,2,5,10,27,8,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,,1,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,01/17/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20,3,6,1,"1,3,6,7,10,11,12,14",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,01/20/2022,HB,0,1,79,1,1,3,68,249,167,1,44,15,22,10,3,0,0,0,14,0,1,7,9,227,165,0,19,0,77,10,3,26,0,0,5,0,7,1,,0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,01/17/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,12,2,10,1,"3,4,7,8",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,01/20/2022,HB,9,29,0,1,239,0,6,47,23,6,25,18,1,0,13,0,0,7,0,1,0,1,0,0,5,51,4,2,31,11,1,0,0,0,14,1,3,0,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,01/17/2022,HB,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,,0,,"3 wasps originally recorded, but later inspection showed that they were fungus gnats"
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,01/20/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,5,4,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,01/17/2022,HB,96,16,9,60,11,0,0,3,43,4,0,12,8,92,49,31,53,80,163,116,2,0,0,15,78,3,0,103,23,44,77,15,0,0,4,8,0,0,"2,7,10,11",0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,01/20/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,10,8,0,0,,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,01/17/2022,HB,0,0,0,39,70,0,0,83,12,0,9,0,1,3,109,4,0,1,0,4,3,1,0,0,4,0,0,1,11,50,2,0,0,0,0,0,0,0,"1,3,7,9,12,16",0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,01/20/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,01/17/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,01/20/2022,HB,24,0,107,323,134,4,0,143,80,2,44,62,134,26,128,21,0,0,0,0,1,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,,0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,01/24/2022,CES,12,11,2,41,67,0,105,38,135,19,160,53,1,51,26,32,0,0,0,33,29,0,9,11,1,0,5,8,0,13,4,10,0,0,10,1,10,0,"4,8,11,13,14",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,01/27/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20,4,32,1,7,0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,01/24/2022,CES,140,47,120,235,17,190,0,3,150,83,97,130,110,71,115,150,6,2,0,10,0,31,0,0,0,0,2,3,6,9,1,7,0,0,19,0,5,0,"5,7,8",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,01/27/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,3,64,2,10,2,"3,9,10,11,12",0,3,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,01/24/2022,CES,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,3,0,,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,01/27/2022,KVB,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,3,0,"9,12",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,01/24/2022,CES,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,6,0,0,0,,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,01/27/2022,KVB,96,14,21,34,29,127,12,40,0,90,97,14,45,113,26,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,6,0,0,0,"9,13",0,4,"1 UT3 confirmed on plant 7, 2 UT3 confirmed on plant 8"
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,01/24/2022,CES,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,0,7,0,"1,4,5,10",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,01/27/2022,KVB,117,110,4,24,84,43,17,1,4,90,6,22,12,0,8,1,5,8,0,4,16,3,0,0,1,10,0,10,1,0,4,0,0,5,8,0,4,1,"3,8,9,11,13,14",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,01/24/2022,CES,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,0,14,1,3,0,"1,6,12",3,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,01/27/2022,KVB,20,25,33,23,19,11,35,46,11,7,57,12,17,76,40,16,3,5,1,2,0,1,6,12,6,0,6,0,2,36,4,2,0,0,8,3,4,0,"2,5,8,10",0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,01/24/2022,CES,2,2,0,1,0,0,1,0,0,2,5,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,9,0,0,3,2,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,01/27/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,8,6,"9,10,11,13",0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,01/24/2022,CES,1,0,16,61,100,68,23,1,22,135,69,0,0,0,0,31,1,0,190,210,110,130,45,1,87,200,83,2,0,0,0,105,0,0,6,5,0,0,"1,2,8,12,13,14,15",0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,01/27/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,2,17,13,0,0,"4,6,7,9,11,16",0,2,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,01/24/2022,CES,125,3,9,23,150,96,67,59,93,140,3,1,140,1,56,90,4,1,0,1,7,1,0,2,0,9,0,0,39,0,6,5,1,0,0,0,0,0,"11,12,14",1,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,01/27/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,10,0,0,0,0,"3,8,13",0,10,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,01/24/2022,CES,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,"2,6,11,13,16",0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,01/27/2022,KVB,456,134,218,60,0,72,270,89,26,76,29,25,66,41,36,317,0,0,0,2,0,2,3,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,"4,5,8,9,12,14,15",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,01/31/2022,NE,73,201,16,22,32,65,90,101,82,32,4,46,25,124,185,22,29,19,6,6,10,30,18,22,16,11,0,34,10,15,39,18,0,1,13,3,9,0,"3,4,5,8,10,11,13,16",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,02/03/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,2,7,2,7,0,,0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,02/07/2022,CES,2,36,100,79,120,93,160,105,7,170,135,65,210,43,28,31,2,7,9,3,19,76,24,4,1,42,11,15,34,0,5,2,0,1,11,0,8,0,"1,9,15",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,02/10/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,42,9,13,0,"2,4,6,12,13,14",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,01/31/2022,NE,59,237,73,20,189,83,258,163,85,102,53,15,2,1,10,1,7,2,2,0,7,3,1,1,1,0,1,0,0,0,0,0,0,0,18,0,6,1,"4,8,13,15,16",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,02/03/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,14,0,11,1,,0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,02/07/2022,CES,0,18,184,260,2,1,31,240,27,210,76,93,40,120,180,103,0,0,2,2,0,0,1,3,0,4,0,2,0,2,4,0,0,0,16,0,5,0,"1,2,5,6,13",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,02/10/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,26,0,21,4,"3,4,7,8,9,10,11,16",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,01/31/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,2,0,"4,8,9",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,02/03/2022,HB,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,"6,14",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,02/07/2022,CES,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,14,0,,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,02/10/2022,KVB,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,9,0,"3,10,14",1,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,01/31/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,14,5,0,0,0,"1,5",3,14,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,02/03/2022,HB,1,49,0,1,0,25,2,8,18,33,2,2,2,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,"4,6,8,11,15",0,,No UT3 confirmed
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,02/07/2022,CES,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11,3,29,0,0,0,"4,8,11,15",11,3,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,02/10/2022,KVB,29,0,2,10,24,0,13,22,43,20,5,5,26,60,4,3,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,4,2,19,0,0,0,"2,6",4,2,"1 UT3 confirmed on plant 1, 2 on plant 5, 1 on plant 9"
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,01/31/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,1,2,0,"2,5,6,7,12,15,16",0,0,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,02/03/2022,HB,43,27,51,12,8,0,10,26,70,23,63,30,16,40,4,92,5,0,2,0,0,0,0,9,13,0,14,2,22,0,0,0,2,0,4,1,0,0,1,0,0,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,02/07/2022,CES,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,0,2,0,,0,0,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,02/10/2022,KVB,9,91,69,43,113,226,82,54,96,0,22,31,78,55,131,0,0,8,4,0,10,21,29,7,10,0,3,0,3,10,36,0,0,4,27,1,0,0,"1,4,7,10,11,12,16",0,0,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,01/31/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,4,5,1,2,0,"11,15,16",0,4,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,02/03/2022,HB,7,4,3,0,9,2,0,9,1,0,4,0,1,1,0,9,0,0,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,14,0,0,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,02/07/2022,CES,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,0,3,0,4,0,,4,0,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,02/10/2022,KVB,0,0,0,0,0,0,3,3,0,2,1,1,1,3,4,1,0,1,0,0,0,0,0,5,0,2,4,2,0,9,4,7,4,1,1,0,13,0,,4,1,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,01/31/2022,NE,0,1,0,2,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,2,12,1,0,5,3,,2,0,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,02/03/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,0,4,2,15,0,0,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,02/07/2022,CES,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,7,0,0,2,1,,4,0,"<wasp sex>0 male, 4 female</>"
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,02/10/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,10,4,"12,15,16",0,0,
