treatment,rep,start_date,red_line,green_line,cage,date,observer,plant1_red,plant2_red,plant3_red,plant4_red,plant5_red,plant6_red,plant7_red,plant8_red,plant9_red,plant10_red,plant11_red,plant12_red,plant13_red,plant14_red,plant15_red,plant16_red,plant1_green,plant2_green,plant3_green,plant4_green,plant5_green,plant6_green,plant7_green,plant8_green,plant9_green,plant10_green,plant11_green,plant12_green,plant13_green,plant14_green,plant15_green,plant16_green,wasps,mummies,alates_total_red,alates_total_green,alates_in_red,alates_in_green,replaced_plants,wasps_rm,mumm_rm,notes
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,11/15/2021,KVB,1,10,35,0,2,2,6,70,60,7,49,38,6,9,78,59,7,8,65,0,7,3,21,144,98,3,56,74,20,12,101,184,0,1,4,11,7,0,"2,4,5,6,10,11,13,14",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,11/18/2021,CES,9,0,59,20,12,0,12,8,36,19,1,58,33,11,90,31,57,2,66,25,39,6,6,41,73,41,1,92,23,15,205,56,1,1,4,1,6,0,"7,8",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,11/08/2021,KVB,145,144,126,488,85,374,286,670,50,0,46,360,150,343,71,210,2,2,0,1,1,15,4,1,0,0,1,1,0,0,3,1,0,0,7,0,1,1,"10,15",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,11/11/2021,CES,160,330,240,165,250,380,300,320,7,190,2,270,260,200,370,67,3,3,0,2,1,12,5,0,0,0,0,1,0,1,5,2,0,0,6,1,2,0,"9,11,16",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,11/15/2021,KVB,8,23,31,44,98,54,15,45,181,475,49,31,242,0,136,218,0,0,0,0,0,1,0,0,0,4,2,1,0,0,0,4,0,0,15,1,2,5,"1,2,3,7,12,14",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,11/18/2021,CES,67,81,62,3,1,0,19,6,320,125,138,37,21,43,120,340,0,1,0,0,0,0,5,0,3,3,1,0,0,0,4,5,0,0,13,0,2,0,"4,5,6,10,13",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,11/08/2021,KVB,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,"2,4,8",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,11/11/2021,CES,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,11/15/2021,KVB,0,0,1,2,0,0,0,0,0,0,2,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,3,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,11/18/2021,CES,1,0,0,2,3,7,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,,0,,No UT3 confirmed
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,11/08/2021,KVB,21,302,323,109,130,136,400,77,413,155,17,155,220,131,285,250,0,0,0,5,0,2,2,0,0,1,0,0,0,6,0,0,0,0,8,0,0,0,11,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,11/11/2021,CES,190,320,335,42,10,37,19,9,71,86,295,320,49,167,75,210,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,"4,5,7,8,13,15",0,,"3 UT3 confirmed on plants 16 and 12, and on side of cage"
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,11/15/2021,KVB,172,90,15,99,200,10,35,85,24,9,78,19,595,57,29,25,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,"3,6,9,10,12,16",0,,2 UT3 confirmed on plant 7
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,11/18/2021,CES,7,29,26,76,220,13,180,150,190,31,3,29,410,22,63,23,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,15,0,0,0,"1,2,11,14",0,,"UT3 confirmed on plants 7, 12, 14 (3 total UT3)"
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,11/08/2021,KVB,8,1,0,1,0,0,0,0,0,7,0,0,0,0,11,3,24,37,13,134,38,1,41,16,25,181,85,40,280,31,214,251,4,10,8,3,3,0,"2,6,7,8",4,,"<wasp sex>3 male, 1 female</>"
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,11/11/2021,CES,14,0,0,3,2,4,2,0,0,2,0,0,1,0,3,1,270,4,8,155,21,83,3,67,13,86,113,91,170,12,250,160,2,8,1,2,3,0,"9,14,16",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,11/15/2021,KVB,2,2,5,5,0,7,1,8,1,3,0,0,0,4,0,0,5,59,92,26,0,120,11,129,86,31,38,0,50,109,7,34,3,11,1,18,6,0,"1,4,5,10,11,12,15",3,,number of wasps removed was confirmed verbally on 18 Nov 2021
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,11/18/2021,CES,0,3,4,2,12,5,0,16,18,0,0,26,1,6,1,1,8,51,160,32,29,230,78,190,175,3,3,180,1,145,1,120,2,5,0,10,6,0,13,0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,11/08/2021,KVB,43,125,30,295,290,42,130,154,350,375,34,120,435,6,3,4,5,0,0,1,3,4,13,0,1,2,0,0,0,1,1,2,0,11,6,0,4,1,3,0,11,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,11/11/2021,CES,34,49,260,210,4,81,195,170,94,78,91,30,23,68,6,0,2,3,6,2,0,6,17,3,1,7,0,0,0,3,1,0,1,0,7,0,0,1,"5,12,13,15,16",1,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,11/15/2021,KVB,14,15,136,14,408,180,341,134,13,11,5,31,11,11,37,33,0,0,0,0,8,5,22,8,0,4,0,1,3,0,0,1,0,0,12,0,0,9,"1,2,4,8,9,10",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,11/18/2021,CES,84,92,4,33,460,240,190,13,12,12,16,34,54,19,200,77,0,6,0,2,23,6,31,4,0,0,0,4,0,1,3,8,0,0,11,0,0,5,3,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,WASP,11/11/2021,CES,1,5,1,1,2,6,1,4,0,5,0,2,13,1,3,0,7,0,1,0,3,2,1,0,1,0,0,0,9,1,1,2,2,0,0,0,0,0,,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,WASP,11/15/2021,KVB,2,6,0,0,4,1,0,0,1,1,1,2,3,0,6,0,0,1,0,0,6,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,WASP,11/18/2021,CES,6,3,4,0,5,2,6,1,0,1,3,2,5,2,15,16,2,6,2,0,11,1,0,0,0,0,2,0,3,1,3,3,1,0,0,0,0,0,,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,11/11/2021,CES,4,19,39,25,28,4,29,21,19,7,1,3,0,14,16,25,0,0,15,20,0,0,7,0,14,0,0,24,17,8,0,8,0,0,0,0,0,0,,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,11/15/2021,KVB,9,15,39,31,43,1,22,18,24,12,16,3,8,50,20,50,2,0,36,26,0,0,16,0,17,0,25,36,31,20,0,11,0,0,0,0,0,0,,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,11/18/2021,CES,61,43,89,19,108,35,135,43,56,74,62,18,41,91,74,58,2,1,47,21,3,2,15,0,23,0,52,67,43,27,0,7,0,0,0,0,0,0,,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,11/08/2021,KVB,1,0,4,1,0,0,1,0,0,9,0,4,2,0,3,7,0,0,1,1,0,0,1,0,0,2,1,6,0,0,11,0,0,6,0,0,0,0,1,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,11/11/2021,CES,0,2,10,3,0,6,7,0,0,5,1,9,9,0,4,0,0,0,21,1,0,10,11,0,2,11,3,19,20,2,11,0,0,3,0,0,0,0,,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,11/15/2021,KVB,0,3,1,5,0,12,7,2,0,0,1,0,5,9,6,0,0,3,0,13,0,13,21,27,1,2,4,0,21,19,15,0,3,16,0,0,0,0,"1,3,9,11,12,16",3,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,11/18/2021,CES,0,1,0,2,0,5,2,2,3,0,0,0,0,2,2,0,0,3,0,37,0,25,15,22,19,5,0,3,0,21,7,2,5,8,0,0,0,0,,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,11/08/2021,KVB,1,2,1,0,62,0,44,83,103,22,20,10,120,19,7,6,0,1,0,0,4,0,2,11,5,1,5,6,1,0,2,3,0,0,0,0,0,0,"1,2,3,4,11,12,15,16",0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,11/11/2021,CES,16,26,17,21,35,0,31,98,112,11,120,22,141,0,210,20,1,0,0,4,3,0,4,10,6,0,2,8,3,0,22,0,0,0,0,0,0,0,,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,11/15/2021,KVB,60,31,100,48,0,0,64,4,33,0,122,109,98,0,170,30,11,2,11,0,0,0,0,0,0,0,5,0,4,0,15,5,0,0,0,0,0,0,"5,6,8,10,14",0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,11/18/2021,CES,83,48,105,185,59,8,33,14,35,130,88,120,1,31,150,48,15,3,3,6,16,0,0,0,3,11,7,0,0,0,16,7,0,0,0,0,0,0,13,0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,11/22/2021,HB,1,221,10,50,32,62,18,4,0,1,0,12,21,43,0,0,9,19,11,89,52,226,18,9,0,2,0,26,97,146,0,0,1,0,1,2,4,0,"15,16",1,,alates added from other cage on 23 Nov
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,11/26/2021,LAN,0,150,0,120,35,85,150,45,2,135,85,1,345,170,0,0,0,120,0,130,85,120,125,65,2,235,185,0,350,225,0,0,1,0,49,37,52,0,"1,3,9,12,15,16",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,11/22/2021,HB,116,37,146,183,6,0,73,13,6,37,142,83,51,17,3,0,0,0,2,0,0,0,0,0,0,3,0,0,1,5,0,0,0,0,8,0,1,0,,0,,alates added from other cage on 23 Nov
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,11/26/2021,LAN,100,440,550,300,130,29,480,150,6,320,100,250,120,190,370,3,0,7,2,2,1,2,0,3,0,13,0,4,6,2,0,0,0,0,104,0,24,18,"1,4,9",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,11/22/2021,HB,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,,2,,alates added from other cage on 23 Nov
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,11/26/2021,LAN,0,1,4,0,0,0,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,11,0,"6,12,14,15",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,11/22/2021,HB,11,112,172,12,11,70,75,243,118,198,45,78,147,2,70,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,0,,No UT3 confirmed
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,11/26/2021,LAN,75,175,255,0,140,530,50,10,340,530,80,280,100,40,21,100,0,1,0,0,0,0,0,0,5,0,0,2,0,1,1,0,0,0,22,0,0,0,"4,7,8,13",0,,UT3 confirmed on plants 12 and 14
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,11/22/2021,HB,8,0,0,9,30,0,6,22,0,11,0,9,13,0,4,0,67,29,31,106,81,103,96,133,23,144,4,205,53,15,0,43,4,3,0,12,12,0,,4,,alates added from other cage on 23 Nov
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,11/26/2021,LAN,10,7,1,30,55,4,8,0,1,3,2,7,22,2,70,0,100,35,11,230,135,20,205,0,20,100,90,100,310,90,100,70,1,4,9,13,34,1,"3,6,8,9,12,16",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,11/22/2021,HB,320,173,238,107,7,13,0,22,53,72,5,126,137,39,89,163,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,6,0,0,18,0,0,6,,0,,alates added from other cage on 23 Nov
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,11/26/2021,LAN,200,300,40,115,15,85,160,370,340,250,5,110,130,150,75,2,4,20,9,8,1,4,32,15,14,10,0,0,6,8,17,0,0,4,69,3,4,6,"5,9,10,11,12,14,16",0,5,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,11/22/2021,HB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,2,15,3,0,0,0,1,2,0,0,0,4,9,20,12,0,0,4,1,,20,,alates added from other cage on 23 Nov
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,11/26/2021,LAN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,5,9,9,13,3,4,10,1,4,0,0,4,2,3,5,54,53,0,0,16,2,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,11/22/2021,HB,23,19,4,0,37,3,2,10,0,5,10,9,16,12,1,17,5,8,0,0,14,3,1,4,0,0,0,2,3,2,1,6,2,0,8,2,0,0,"3,4,5",2,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,11/26/2021,LAN,64,110,105,70,85,95,25,24,2,11,18,29,40,34,15,32,19,39,18,11,37,19,16,5,3,2,11,13,29,4,10,25,1,0,33,4,0,0,4,1,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,11/22/2021,HB,0,0,0,0,0,0,1,0,0,3,4,1,0,0,1,2,0,0,0,2,2,34,44,0,2,10,34,6,0,0,23,3,9,1,0,0,0,0,,9,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,11/26/2021,LAN,0,0,1,0,1,0,0,0,1,0,4,1,0,7,2,8,10,1,6,0,4,0,13,0,32,2,86,58,0,177,39,72,24,2,0,0,0,0,"4,6,7,8,10,13,15",0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,11/22/2021,HB,75,27,39,86,43,0,0,169,7,97,45,7,10,71,14,6,0,0,0,1,0,0,0,7,0,1,3,0,0,2,0,0,0,0,0,0,0,0,,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,11/26/2021,LAN,56,3,5,38,95,365,0,140,0,145,0,0,100,175,1,13,14,1,0,0,7,11,0,28,0,21,0,0,9,24,0,3,0,0,0,0,0,0,"2,3,7,9,11,12,15",0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,WASP,11/22/2021,HB,5,10,5,0,19,0,8,0,0,10,3,1,11,6,14,8,3,5,0,0,13,0,10,2,0,5,4,0,6,1,3,0,0,0,0,0,0,0,,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,WASP,11/26/2021,LAN,23,28,9,7,72,8,4,9,16,10,7,2,55,16,11,20,6,23,6,2,45,13,4,3,10,6,32,1,9,5,2,1,5,20,0,0,0,0,15,0,,many aphids on sides of pots
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,11/22/2021,HB,0,167,96,119,145,36,63,225,129,133,56,15,170,166,111,223,0,5,0,6,54,0,2,21,3,1,8,5,0,6,4,4,0,0,0,0,0,0,,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,11/26/2021,LAN,0,160,70,28,39,14,7,570,12,85,14,45,42,15,152,32,0,60,5,5,16,7,1,70,2,25,6,5,19,3,5,0,0,0,0,0,0,0,"1,3,7,11,12,14",0,0,"maybe 1 mummy, but probably just perlite"
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,11/29/2021,NE,25,38,48,6,2,0,98,91,69,40,29,5,43,32,65,8,94,213,94,14,19,5,162,213,182,95,92,27,110,74,125,19,4,0,11,19,19,0,"4,6",4,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,11/29/2021,NE,4,153,110,143,190,128,182,238,85,254,1,157,264,305,183,21,0,19,2,2,2,3,5,4,2,5,0,5,7,12,5,0,0,0,38,0,5,9,"1,3,6,11",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,11/29/2021,NE,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,8,0,11,6,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,11/29/2021,NE,306,87,160,93,73,207,315,66,83,131,149,282,106,81,104,344,1,4,1,0,2,4,8,3,4,7,0,1,0,0,4,0,0,0,16,0,0,0,,0,,"UT3 confirmed on plants 2,6,7,8"
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,11/29/2021,NE,6,1,21,6,35,17,0,16,12,0,27,3,3,47,22,5,32,0,151,78,182,185,0,156,215,0,212,92,50,5,143,152,1,1,5,18,7,0,"1,2,4,7,10,13,14",1,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,11/29/2021,NE,9,38,63,27,157,115,100,188,159,1,27,21,8,77,4,144,2,14,16,3,24,15,25,20,5,1,0,0,2,4,2,4,2,4,15,1,2,9,"1,2,4,13,14,15",2,4,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,11/29/2021,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,6,9,3,1,4,0,1,0,5,5,0,2,1,49,32,0,1,4,1,16,49,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,11/29/2021,NE,34,64,52,128,91,112,231,164,11,25,116,70,99,68,24,109,5,10,7,8,10,25,23,10,13,15,18,3,30,4,8,20,0,1,9,2,0,0,,0,1,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,11/29/2021,NE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,49,9,3,5,5,1,99,5,3,20,32,10,47,88,40,5,1,0,0,0,0,,5,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,11/29/2021,NE,2,138,80,1,54,50,117,35,76,32,149,59,50,24,93,0,0,12,15,0,4,26,10,7,5,35,28,8,8,20,80,0,0,0,0,0,0,0,1,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,WASP,11/29/2021,NE,1,0,1,0,5,1,2,6,2,2,4,4,2,2,0,2,1,1,0,2,6,1,0,7,1,2,7,2,0,0,1,4,6,14,0,0,0,0,,6,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,11/29/2021,NE,19,32,169,4,2,0,62,68,4,0,52,57,3,215,4,5,9,8,27,1,1,1,11,20,0,0,7,3,2,37,1,0,0,0,0,0,0,0,"2,4,5,68,9,10,13,15,16",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,12/02/2021,HB,15,111,8,36,0,94,39,9,62,12,17,28,17,8,94,24,30,113,9,42,0,106,66,36,142,10,38,19,12,24,189,25,1,0,9,12,19,1,"5,7,8,9,10,11",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,12/06/2021,NE,13,0,4,12,78,46,18,1,27,23,17,41,51,26,1,60,25,0,1,6,42,71,47,3,48,38,20,75,73,25,4,233,1,0,9,9,38,0,"3,4,8,15",1,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,12/02/2021,HB,106,62,217,147,108,182,17,114,93,13,62,84,179,4,36,51,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,0,38,2,1,6,"8,9,10",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,12/06/2021,NE,43,10,103,159,21,276,358,347,272,67,20,16,262,220,253,167,0,0,0,1,1,3,1,1,1,0,0,0,1,0,0,4,0,1,77,1,4,4,"2,4,5,12",0,0,"1 emerged mummy removed, probably false alarm"
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,12/02/2021,HB,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,11,0,,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,12/06/2021,NE,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,0,14,0,,8,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,12/02/2021,HB,282,54,12,29,46,26,89,243,71,101,136,119,250,131,28,94,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,"2,3,5,6,7,8,10,15,16",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,12/06/2021,NE,96,213,31,57,10,283,123,157,180,105,62,41,30,61,333,97,3,3,3,3,3,1,0,1,0,0,0,0,1,0,1,0,0,0,28,0,0,0,,0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,12/02/2021,HB,8,30,66,11,10,32,5,6,4,9,15,0,4,7,6,7,51,183,164,11,29,193,99,47,101,77,193,32,29,29,34,89,2,0,2,12,10,0,,0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,12/06/2021,NE,4,15,8,31,1,15,14,2,3,21,2,6,5,3,0,8,46,53,6,165,23,83,52,31,16,92,25,25,31,25,4,29,2,6,5,5,13,0,"1,5,8,9,13,14",2,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,12/02/2021,HB,70,31,15,105,239,84,0,1,60,22,1,1,47,142,127,50,1,2,0,3,0,1,0,0,2,3,0,0,0,8,0,2,2,0,20,1,1,6,"3,8,11,12",2,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,12/06/2021,NE,5,91,293,250,79,11,187,79,29,109,132,102,13,146,92,123,0,2,0,2,0,1,1,0,1,2,3,2,0,2,5,1,0,0,27,1,2,2,"1,2,6,14",0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,12/02/2021,HB,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,0,0,1,0,10,7,0,0,6,1,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,12/06/2021,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,11,28,0,0,14,2,3,11,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,12/02/2021,HB,30,204,27,127,22,192,64,3,17,27,31,39,96,21,47,79,17,5,6,14,14,22,31,0,4,6,4,7,12,4,2,1,0,7,12,2,0,0,"7,8",0,7,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,12/06/2021,NE,10,153,4,34,14,9,65,250,64,58,15,2,31,46,60,51,6,32,3,11,6,19,37,58,26,32,15,2,11,12,42,20,2,2,28,4,0,0,"1,3,12",2,2,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,12/02/2021,HB,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17,3,30,0,0,2,81,1,3,0,29,5,42,18,28,5,0,0,0,0,0,,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,12/06/2021,NE,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,31,36,44,53,4,22,2,84,77,20,52,49,13,23,57,26,3,3,0,0,0,0,,3,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,12/02/2021,HB,72,22,43,33,0,63,21,10,136,71,139,121,50,10,66,53,1,8,3,0,0,9,5,6,0,0,4,9,5,9,2,1,0,0,0,0,0,0,,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,12/06/2021,NE,16,5,17,111,5,29,42,10,39,72,16,39,24,4,22,29,1,1,5,5,0,4,3,17,9,19,8,14,23,0,20,15,0,0,0,0,0,0,"5,14",0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,WASP,12/02/2021,HB,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,1,2,1,2,0,0,0,0,0,0,18,5,0,0,0,0,,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,WASP,12/06/2021,NE,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,20,11,0,0,0,0,,20,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,12/02/2021,HB,4,3,175,33,118,0,37,47,124,80,101,119,5,94,94,26,1,0,0,0,0,0,2,1,1,4,1,0,0,4,13,6,0,0,0,0,0,0,,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,12/06/2021,NE,85,92,11,9,135,19,64,89,72,16,1,136,175,18,103,306,3,0,2,2,5,0,2,1,0,3,1,2,1,0,5,8,0,0,0,0,0,0,"7,8,9,11",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,12/09/2021,CES,2,0,3,37,36,9,3,56,2,30,27,1,69,31,47,2,0,0,1,51,40,1,0,51,1,39,25,13,91,27,120,1,0,0,6,3,16,0,"1,2,6,7,9,12,16",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,12/13/2021,KVB,0,0,22,82,35,3,38,46,20,11,99,54,104,84,10,30,3,0,16,47,22,4,23,52,3,10,43,14,100,68,6,4,0,0,5,4,6,0,"5,10,13",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,12/09/2021,CES,22,72,37,81,180,7,230,98,290,250,3,160,6,230,265,13,0,0,0,0,3,1,4,0,5,7,0,5,0,4,3,1,0,0,32,0,3,1,"1,3,4,8,11,13,16",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,12/13/2021,KVB,52,149,183,53,186,2,167,79,24,195,49,81,161,13,37,25,0,1,7,0,1,2,0,1,0,4,0,7,1,4,1,1,0,0,13,0,2,2,"6,9,12,14,15",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,12/09/2021,CES,0,0,1,16,0,2,2,0,1,15,0,2,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,7,0,"7,16",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,12/13/2021,KVB,0,0,0,9,0,14,0,0,0,12,1,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,"1,2,3,8",0,,added 3 UT3 alates from colony
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,12/09/2021,CES,23,240,54,9,39,350,16,32,120,95,79,47,12,79,285,76,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,14,0,0,0,"1,4,7,8,12,13,14",0,,UT3 confirmed on edge of cage and plant 15
